premise,hypothesis,label
"Admits to heroin use, alcohol abuse as well",The person currently drinks alcohol.,True
"Admits to heroin use, alcohol abuse as well",The person drank alcohol in the past.,False
"Admits to heroin use, alcohol abuse as well",The person is employed part time.,False
"Admits to heroin use, alcohol abuse as well",The person is employed.,False
"Admits to heroin use, alcohol abuse as well",The person lives in a housing facility.,False
"Admits to heroin use, alcohol abuse as well",The person lives in their own or their family's home.,False
"Admits to heroin use, alcohol abuse as well",The person is a homemaker.,False
"Admits to heroin use, alcohol abuse as well",The person wasn't a smoker in the past.,False
"Admits to heroin use, alcohol abuse as well",The person is currently not a smoker.,False
"Admits to heroin use, alcohol abuse as well",The person currently does not drink alcohol.,False
"Admits to heroin use, alcohol abuse as well",The person did not drink alcohol in the past.,False
"Admits to heroin use, alcohol abuse as well",The person is not employed.,False
"Admits to heroin use, alcohol abuse as well",The person did not use cocaine in the past.,False
"Admits to heroin use, alcohol abuse as well",The person wasn't a drug user in the past.,False
"Admits to heroin use, alcohol abuse as well",The person did not use marijuana in the past.,False
"Admits to heroin use, alcohol abuse as well",The person did not use opioids in the past.,False
"Admits to heroin use, alcohol abuse as well",The person does not use cocaine.,False
"Admits to heroin use, alcohol abuse as well",The person is not a drug user.,False
"Admits to heroin use, alcohol abuse as well",The person does not use marijuana.,False
"Admits to heroin use, alcohol abuse as well",The person does not use opioids.,False
"Admits to heroin use, alcohol abuse as well",The person lives in their own or their family's home.,False
"Admits to heroin use, alcohol abuse as well",The person is retired due to age or preference.,False
"Admits to heroin use, alcohol abuse as well",The person is retired due to disability.,False
"Admits to heroin use, alcohol abuse as well",The person is retired due to an unknown reason.,False
"Admits to heroin use, alcohol abuse as well",The person is a student.,False
"Admits to heroin use, alcohol abuse as well",The person used cocaine in the past.,False
"Admits to heroin use, alcohol abuse as well",The person was a drug user in the past.,False
"Admits to heroin use, alcohol abuse as well",The person used marijuana in the past.,False
"Admits to heroin use, alcohol abuse as well",The person used opioids in the past.,False
"Admits to heroin use, alcohol abuse as well",The person uses cocaine.,False
"Admits to heroin use, alcohol abuse as well",The person is a drug user.,True
"Admits to heroin use, alcohol abuse as well",The person uses marijuana.,False
"Admits to heroin use, alcohol abuse as well",The person uses opioids.,True
Admits to no history of using alcohol,The person has access to transportation.,False
Admits to no history of using alcohol,The person was a smoker in the past.,False
Admits to no history of using alcohol,The person is able to obtain food on a consistent basis.,False
Admits to no history of using alcohol,The person is currently a smoker.,False
Admits to no history of using alcohol,The person currently drinks alcohol.,False
Admits to no history of using alcohol,The person drank alcohol in the past.,False
Admits to no history of using alcohol,The person is employed part time.,False
Admits to no history of using alcohol,The person is employed.,False
Admits to no history of using alcohol,The person lives in a housing facility.,False
Admits to no history of using alcohol,The person lives in their own or their family's home.,False
Admits to no history of using alcohol,The person is a homemaker.,False
Admits to no history of using alcohol,The person wasn't a smoker in the past.,False
Admits to no history of using alcohol,The person is currently not a smoker.,False
Admits to no history of using alcohol,The person currently does not drink alcohol.,True
Admits to no history of using alcohol,The person did not drink alcohol in the past.,True
Admits to no history of using alcohol,The person is not employed.,False
Admits to no history of using alcohol,The person did not use cocaine in the past.,False
Admits to no history of using alcohol,The person wasn't a drug user in the past.,False
Admits to no history of using alcohol,The person did not use marijuana in the past.,False
Admits to no history of using alcohol,The person did not use opioids in the past.,False
Admits to no history of using alcohol,The person does not use cocaine.,False
Admits to no history of using alcohol,The person is not a drug user.,False
Admits to no history of using alcohol,The person does not use marijuana.,False
Admits to no history of using alcohol,The person does not use opioids.,False
Admits to no history of using alcohol,The person lives in their own or their family's home.,False
Admits to no history of using alcohol,The person is retired due to age or preference.,False
Admits to no history of using alcohol,The person is retired due to disability.,False
Admits to no history of using alcohol,The person is retired due to an unknown reason.,False
Admits to no history of using alcohol,The person is a student.,False
Admits to no history of using alcohol,The person used cocaine in the past.,False
Admits to no history of using alcohol,The person was a drug user in the past.,False
Admits to no history of using alcohol,The person used marijuana in the past.,False
Admits to no history of using alcohol,The person used opioids in the past.,False
Admits to no history of using alcohol,The person uses cocaine.,False
Admits to no history of using alcohol,The person is a drug user.,False
Admits to no history of using alcohol,The person uses marijuana.,False
Admits to no history of using alcohol,The person uses opioids.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person has access to transportation.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person was a smoker in the past.,True
"Alcohol drinking history, quit smoking about 30 years ago",The person is able to obtain food on a consistent basis.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person is currently a smoker.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person currently drinks alcohol.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person drank alcohol in the past.,True
"Alcohol drinking history, quit smoking about 30 years ago",The person is employed part time.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person is employed.,False
"Alcohol drinking history, quit smoking about 30 years ago",The person lives in a housing facility.,False
